id,topic,page_title,section_heading,content,source,url
34,Introduction,Introduction,Table 2: Extended immunisation programme for special groups – vaccines funded in addition to the routine schedule,"页面标题：Introduction
章节：Table 2: Extended immunisation programme for special groups – vaccines funded in addition to the routine schedule
---
c. PCV13 is funded pre- or post-HSCT or chemotherapy. 23PPV is only funded post-HSCT or chemotherapy.

d. Only PCV13 is funded for these indications; 23PPV is recommended but not funded.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/introduction
35,Introduction,Introduction,Eligibility for publicly funded vaccines,"页面标题：Introduction
章节：Eligibility for publicly funded vaccines
---
Only vaccines given according to the Schedule are available free of charge, unless there is a speci?c funded programme in response to a recognised need (see Table 2 ). The immunisation benefit is paid by districts to providers for the administration of:

- all childhood Schedule vaccines

- influenza vaccine to eligible children and adults (ie, those at higher risk of disease)

- zoster vaccine to individuals aged 65 years

- tetanus-diphtheria-pertussis (Tdap) boosters given at ages 45 and 65 years (now funded)

- hepatitis A, hepatitis B, Hib-PRP, human papillomavirus (HPV), inactivated polio vaccine (IPV), MMR, meningococcal conjugate, pertussis, pneumococcal conjugate and/or polysaccharide, varicella and zoster vaccines only, for eligible children and adults (ie, at higher risk of disease) as part of an extended immunisation programme for special groups.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/introduction
36,Introduction,Introduction,Eligibility for publicly funded vaccines,"页面标题：Introduction
章节：Eligibility for publicly funded vaccines
---
The Health and Disability Services Eligibility Direction 2011 (the Eligibility Direction) issued by the Minister of Health sets out the eligibility criteria for publicly funded health and disability services in New Zealand. Only people who meet the eligibility criteria defined in the Eligibility Direction can receive publicly funded (ie, free or subsidised) health and disability services.

Regardless of their immigration and citizenship status, all children aged under 18 years are eligible to receive Schedule vaccines, and providers can claim the immunisation benefit for administering the vaccines. All children are also eligible for Well Child Tamariki Ora services.

Non-residents who were aged under 18 years when they commenced HPV vaccination are currently funded to complete the course, even if they are aged 18 years or older when they complete it.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/introduction
37,Introduction,Introduction,Eligibility for publicly funded vaccines,"页面标题：Introduction
章节：Eligibility for publicly funded vaccines
---
As of 1 October 2025, Health NZ has agreed to fund MMR vaccine doses during measles outbreaks for non-immune adults who are not typically eligible for funded healthcare. This is implemented as directed by local Public Health teams and communicated by Health NZ to relevant Immunisation Providers in affected districts/regions.

Further information on eligibility can be found on the Health New Zealand | Te Whatu Ora website .

A special authority during COVID-19 pandemic response enabled anyone in New Zealand, regardless of eligibility for publicly funded health and disability services, access to COVID-19 vaccine. This has lapsed. Only individuals eligible for publicly funded health and disability services are eligible for funded COVID-19 vaccine (mRNA-CV).",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/introduction
38,Introduction,Introduction,Notifiable diseases,"页面标题：Introduction
章节：Notifiable diseases
---
It is a legal requirement (under the Health Act 1956) that health professionals notify their local medical officer of health of any notifiable disease they suspect or diagnose so that appropriate action (eg, public health prevention and control activities) can be undertaken.

All diseases preventable by vaccines on the Schedule (or as part of a targeted programme) are notifiable, except for HPV, seasonal influenza, rotavirus, varicella and herpes zoster.

Note: Rotavirus infections presenting as gastroenteritis are notifiable as acute gastroenteritis.

Notification processes, and the diseases to which they relate, have been updated in the Health Act and supporting Health (Infectious and Notifiable Diseases) Regulations 2016. See the Ministry of Health’s 2017 document Guidance on Infectious Disease Management under the Health Act 1956 (external link) for an explanation, as well as the processes and forms for notifiable diseases.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/introduction
39,Introduction,Introduction,Notifiable diseases,"页面标题：Introduction
章节：Notifiable diseases
---
The case de?nitions used by the medical of?cer of health to classify the noti?ed case for surveillance purposes (and to assist in identifying appropriate prevention and control activities) and the laboratory tests required to con?rm the diagnosis can be found in the Communicable Disease Control Manual. For the most up-to-date information, refer to the online version.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/introduction
40,Introduction,Introduction,Also in this section,"页面标题：Introduction
章节：Also in this section
---
- Guidance and programmes

- National Stroke Clot Retrieval Service Improvement

- Communicable Disease Control Manual

- Diseases and conditions

- Specific life stage health information

- Data and statistics

- Employment relations

- Health sector updates

- Health workforce development

- Hospital and specialist services

- Immunisation

- My Health Account Workforce

- Voluntary Bonding Scheme

- Youth health",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/introduction
41,General Immunisation Principles,1. General Immunisation principles,（主文）,"页面标题：1. General Immunisation principles
章节：（主文）
---
- Guidance and programmes /

- 1. General Immunisation principles",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/1-general-immunisation-principles
42,General Immunisation Principles,1. General Immunisation principles,On this page,"页面标题：1. General Immunisation principles
章节：On this page
---
- 1.1. Immunity and immunisation

- 1.2. From personal protection to community (herd) immunity

- 1.3. The importance of immunisation coverage

- 1.4. Classification of vaccines

- 1.5. Vaccine ingredients

- 1.6. Safety monitoring of vaccines in New Zealand

It is not necessary to have an in-depth knowledge of the immune system to understand the first principles of vaccinology. The immune system is an extremely complex inter-connected system, but understanding certain aspects involved in the process of inducing specific immunity through vaccination inform vaccination practice.

As protective immunity develops over time, the timing of vaccine doses, along with a basic understanding of the different types of vaccines, becomes important.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/1-general-immunisation-principles
43,General Immunisation Principles,1. General Immunisation principles,1.1. Immunity and immunisation,"页面标题：1. General Immunisation principles
章节：1.1. Immunity and immunisation
---
Immunity is the biological state of being able to resist disease or a toxin: the primary objective of vaccination is to induce an immunological memory against specific diseases, so that if exposure to a disease-causing pathogen occurs, the immune response will neutralise the infection or toxins it releases before disease can occur.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/1-general-immunisation-principles
